Journal,ISSN,eISSN,Category,IF,Quartile,Edition
JOURNAL OF CONSTRUCTIVIST PSYCHOLOGY,1072-0537,1521-0650,"PSYCHOLOGY, CLINICAL",0.842,Q4,SSCI
South African Journal of Economic and Management Sciences,2222-3436,2222-3436,ECONOMICS,0.841,Q4,SSCI
South African Journal of Economic and Management Sciences,2222-3436,2222-3436, MANAGEMENT,0.841,Q4,SSCI
SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES,0085-6401,1479-0270,ASIAN STUDIES,0.841,,AHCI
SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES,0085-6401,1479-0270, HISTORY,0.841,Q2,SSCI
SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES,0085-6401,1479-0270, AREA STUDIES,0.841,Q3,SSCI
Journal of Electrical Engineering-Elektrotechnicky Casopis,1335-3632,1339-309X,"ENGINEERING, ELECTRICAL & ELECTRONIC",0.84,Q4,SCIE
Eco mont-Journal on Protected Mountain Areas Research,2073-106X,2073-1558,ECOLOGY,0.839,Q4,SCIE
Eco mont-Journal on Protected Mountain Areas Research,2073-106X,2073-1558, BIODIVERSITY CONSERVATION,0.839,Q4,SCIE
PROGRESS IN COMPUTATIONAL FLUID DYNAMICS,1468-4349,1741-5233,MECHANICS,0.839,Q4,SCIE
PROGRESS IN COMPUTATIONAL FLUID DYNAMICS,1468-4349,1741-5233, THERMODYNAMICS,0.839,Q4,SCIE
History of Psychology,1093-4510,1939-0610,HISTORY OF SOCIAL SCIENCES,0.838,Q2,SSCI
History of Psychology,1093-4510,1939-0610," PSYCHOLOGY, MULTIDISCIPLINARY",0.838,Q4,SSCI
REVISTA DE METALURGIA,0034-8570,1988-4222,METALLURGY & METALLURGICAL ENGINEERING,0.837,Q4,SCIE
REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES,0253-1933,1608-0637,VETERINARY SCIENCES,0.836,Q4,SCIE
Medizinische Genetik,0936-5931,1863-5490,GENETICS & HEREDITY,0.836,Q4,SCIE
South African Journal of Business Management,2078-5585,2078-5976,MANAGEMENT,0.836,Q4,SSCI
South African Journal of Business Management,2078-5585,2078-5976, BUSINESS,0.836,Q4,SSCI
INTEGRATED FERROELECTRICS,1058-4587,1607-8489,"ENGINEERING, ELECTRICAL & ELECTRONIC",0.836,Q4,SCIE
INTEGRATED FERROELECTRICS,1058-4587,1607-8489," PHYSICS, APPLIED",0.836,Q4,SCIE
INTEGRATED FERROELECTRICS,1058-4587,1607-8489," PHYSICS, CONDENSED MATTER",0.836,Q4,SCIE
AMERICAN JOURNAL OF PHYSICS,0002-9505,1943-2909,"PHYSICS, MULTIDISCIPLINARY",0.835,Q4,SCIE
AMERICAN JOURNAL OF PHYSICS,0002-9505,1943-2909," EDUCATION, SCIENTIFIC DISCIPLINES",0.835,Q4,SCIE
INTERNIST,0020-9554,1432-1289,"MEDICINE, GENERAL & INTERNAL",0.834,Q4,SCIE
Doklady Biochemistry and Biophysics,1607-6729,1608-3091,BIOCHEMISTRY & MOLECULAR BIOLOGY,0.834,Q4,SCIE
Doklady Biochemistry and Biophysics,1607-6729,1608-3091, BIOPHYSICS,0.834,Q4,SCIE
JOURNAL OF PURE AND APPLIED ALGEBRA,0022-4049,1873-1376,MATHEMATICS,0.834,Q3,SCIE
JOURNAL OF PURE AND APPLIED ALGEBRA,0022-4049,1873-1376," MATHEMATICS, APPLIED",0.834,Q4,SCIE
ACTA MATHEMATICA SINICA-ENGLISH SERIES,1439-8516,1439-7617,MATHEMATICS,0.833,Q3,SCIE
ACTA MATHEMATICA SINICA-ENGLISH SERIES,1439-8516,1439-7617," MATHEMATICS, APPLIED",0.833,Q4,SCIE
Studia Logica,0039-3215,1572-8730,PHILOSOPHY,0.833,,AHCI
Studia Logica,0039-3215,1572-8730, LOGIC,0.833,Q2,SCIE
Studia Logica,0039-3215,1572-8730, MATHEMATICS,0.833,Q3,SCIE
Journal of Ceramic Science and Technology,2190-9385,2190-9385,"MATERIALS SCIENCE, CERAMICS",0.833,Q4,SCIE
JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT,0883-8534,2161-1912,"PSYCHOLOGY, APPLIED",0.833,Q4,SSCI
Africana Linguistica,2033-8732,2034-8436,LANGUAGE & LINGUISTICS,0.833,,AHCI
Africana Linguistica,2033-8732,2034-8436, LINGUISTICS,0.833,Q3,SSCI
Moscow Mathematical Journal,1609-3321,1609-4514,MATHEMATICS,0.833,Q3,SCIE
Moscow Mathematical Journal,1609-3321,1609-4514," MATHEMATICS, APPLIED",0.833,Q4,SCIE
POLITICAL SCIENCE QUARTERLY,0032-3195,1538-165X,POLITICAL SCIENCE,0.833,Q4,SSCI
JOURNAL OF MODERN HISTORY,0022-2801,1537-5358,HISTORY,0.833,,AHCI
JOURNAL OF MODERN HISTORY,0022-2801,1537-5358, HISTORY,0.833,Q2,SSCI
NURSING SCIENCE QUARTERLY,0894-3184,1552-7409,NURSING,0.833,Q4,SCIE
NURSING SCIENCE QUARTERLY,0894-3184,1552-7409, NURSING,0.833,Q4,SSCI
Romanian Journal of Morphology and Embryology,1220-0522,2066-8279,DEVELOPMENTAL BIOLOGY,0.833,Q4,SCIE
STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,0165-0521,1744-5140,ZOOLOGY,0.833,Q4,SCIE
SOCIAL HISTORY OF MEDICINE,0951-631X,1477-4666,HISTORY & PHILOSOPHY OF SCIENCE,0.832,,AHCI
SOCIAL HISTORY OF MEDICINE,0951-631X,1477-4666, HISTORY,0.832,,AHCI
SOCIAL HISTORY OF MEDICINE,0951-631X,1477-4666, HISTORY,0.832,Q2,SSCI
SOCIAL HISTORY OF MEDICINE,0951-631X,1477-4666, HISTORY & PHILOSOPHY OF SCIENCE,0.832,Q2,SCIE
SOCIAL HISTORY OF MEDICINE,0951-631X,1477-4666, HISTORY & PHILOSOPHY OF SCIENCE,0.832,Q3,SSCI
AORN JOURNAL,0001-2092,1878-0369,NURSING,0.831,Q4,SCIE
AORN JOURNAL,0001-2092,1878-0369, NURSING,0.831,Q4,SSCI
IZVESTIYA ATMOSPHERIC AND OCEANIC PHYSICS,0001-4338,1555-628X,OCEANOGRAPHY,0.831,Q4,SCIE
IZVESTIYA ATMOSPHERIC AND OCEANIC PHYSICS,0001-4338,1555-628X, METEOROLOGY & ATMOSPHERIC SCIENCES,0.831,Q4,SCIE
CHEMISTRY OF NATURAL COMPOUNDS,0009-3130,1573-8388,"CHEMISTRY, ORGANIC",0.83,Q4,SCIE
CHEMISTRY OF NATURAL COMPOUNDS,0009-3130,1573-8388," CHEMISTRY, MEDICINAL",0.83,Q4,SCIE
JOURNAL OF ELECTRONIC IMAGING,1017-9909,1560-229X,"ENGINEERING, ELECTRICAL & ELECTRONIC",0.829,Q4,SCIE
JOURNAL OF ELECTRONIC IMAGING,1017-9909,1560-229X, OPTICS,0.829,Q4,SCIE
JOURNAL OF ELECTRONIC IMAGING,1017-9909,1560-229X, IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,0.829,Q4,SCIE
OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES,1730-413X,1897-3191,OCEANOGRAPHY,0.829,Q4,SCIE
Solid Fuel Chemistry,0361-5219,1934-8029,"CHEMISTRY, MULTIDISCIPLINARY",0.829,Q4,SCIE
Solid Fuel Chemistry,0361-5219,1934-8029, ENERGY & FUELS,0.829,Q4,SCIE
Solid Fuel Chemistry,0361-5219,1934-8029," ENGINEERING, CHEMICAL",0.829,Q4,SCIE
Journal of East Asian Studies,1598-2408,2234-6643,"SOCIAL SCIENCES, INTERDISCIPLINARY",0.829,Q4,SSCI
Industria Textila,1222-5347,,"MATERIALS SCIENCE, TEXTILES",0.828,Q3,SCIE
TROPICAL DOCTOR,0049-4755,1758-1133,TROPICAL MEDICINE,0.828,Q4,SCIE
TROPICAL DOCTOR,0049-4755,1758-1133," PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",0.828,Q4,SCIE
INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS,0219-0257,1793-6306,STATISTICS & PROBABILITY,0.828,Q4,SCIE
INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS,0219-0257,1793-6306," PHYSICS, MATHEMATICAL",0.828,Q4,SCIE
INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS,0219-0257,1793-6306, QUANTUM SCIENCE & TECHNOLOGY,0.828,Q4,SCIE
INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS,0219-0257,1793-6306," MATHEMATICS, APPLIED",0.828,Q4,SCIE
INDAGATIONES MATHEMATICAE-NEW SERIES,0019-3577,1872-6100,MATHEMATICS,0.827,Q3,SCIE
CHINESE JOURNAL OF INORGANIC CHEMISTRY,1001-4861,1001-4861,"CHEMISTRY, INORGANIC & NUCLEAR",0.827,Q4,SCIE
TOPICS IN GERIATRIC REHABILITATION,0882-7524,1550-2414,GERONTOLOGY,0.827,Q4,SSCI
TOPICS IN GERIATRIC REHABILITATION,0882-7524,1550-2414, REHABILITATION,0.827,Q4,SSCI
JNP-Journal for Nurse Practitioners,1555-4155,1878-058X,NURSING,0.826,Q4,SCIE
JNP-Journal for Nurse Practitioners,1555-4155,1878-058X, NURSING,0.826,Q4,SSCI
INDIAN JOURNAL OF FIBRE & TEXTILE RESEARCH,0971-0426,0975-1025,"MATERIALS SCIENCE, TEXTILES",0.825,Q4,SCIE
Advances in Electrical and Computer Engineering,1582-7445,1844-7600,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",0.825,Q4,SCIE
Advances in Electrical and Computer Engineering,1582-7445,1844-7600," ENGINEERING, ELECTRICAL & ELECTRONIC",0.825,Q4,SCIE
International Journal of Web and Grid Services,1741-1106,1741-1114,"COMPUTER SCIENCE, INFORMATION SYSTEMS",0.825,Q4,SCIE
International Journal of Web and Grid Services,1741-1106,1741-1114," COMPUTER SCIENCE, SOFTWARE ENGINEERING",0.825,Q4,SCIE
Foundations of Chemistry,1386-4238,1572-8463,HISTORY & PHILOSOPHY OF SCIENCE,0.825,,AHCI
Foundations of Chemistry,1386-4238,1572-8463, HISTORY & PHILOSOPHY OF SCIENCE,0.825,Q2,SCIE
Periodico di Mineralogia,0369-8963,,MINERALOGY,0.825,Q4,SCIE
Periodico di Mineralogia,0369-8963,, GEOCHEMISTRY & GEOPHYSICS,0.825,Q4,SCIE
Thermophysics and Aeromechanics,0869-8643,1531-8699,MECHANICS,0.824,Q4,SCIE
Thermophysics and Aeromechanics,0869-8643,1531-8699," ENGINEERING, MECHANICAL",0.824,Q4,SCIE
Thermophysics and Aeromechanics,0869-8643,1531-8699," ENGINEERING, AEROSPACE",0.824,Q4,SCIE
Thermophysics and Aeromechanics,0869-8643,1531-8699, THERMODYNAMICS,0.824,Q4,SCIE
AT-Automatisierungstechnik,0178-2312,2196-677X,AUTOMATION & CONTROL SYSTEMS,0.823,Q4,SCIE
JOURNAL OF AMERICAN HISTORY,0021-8723,1945-2314,HISTORY,0.822,,AHCI
JOURNAL OF AMERICAN HISTORY,0021-8723,1945-2314, HISTORY,0.822,Q2,SSCI
HEMOGLOBIN,0363-0269,1532-432X,HEMATOLOGY,0.822,Q4,SCIE
HEMOGLOBIN,0363-0269,1532-432X, BIOCHEMISTRY & MOLECULAR BIOLOGY,0.822,Q4,SCIE
JOURNAL OF MEDICAL PRIMATOLOGY,0047-2565,1600-0684,VETERINARY SCIENCES,0.821,Q4,SCIE
JOURNAL OF MEDICAL PRIMATOLOGY,0047-2565,1600-0684, ZOOLOGY,0.821,Q4,SCIE
TRAVAIL HUMAIN,0041-1868,2104-3663,ERGONOMICS,0.821,Q4,SSCI
TRAVAIL HUMAIN,0041-1868,2104-3663, PSYCHOLOGY,0.821,Q4,SCIE
TRAVAIL HUMAIN,0041-1868,2104-3663," PSYCHOLOGY, APPLIED",0.821,Q4,SSCI
TRAVAIL HUMAIN,0041-1868,2104-3663," ENGINEERING, INDUSTRIAL",0.821,Q4,SCIE
Jundishapur Journal of Microbiology,2008-3645,2008-4161,MICROBIOLOGY,0.82,Q4,SCIE
Journal of the Korean Statistical Society,1226-3192,2005-2863,STATISTICS & PROBABILITY,0.82,Q4,SCIE
JOURNAL OF PSYCHOLOGY AND THEOLOGY,0091-6471,2328-1162,RELIGION,0.82,,AHCI
JOURNAL OF PSYCHOLOGY AND THEOLOGY,0091-6471,2328-1162," PSYCHOLOGY, MULTIDISCIPLINARY",0.82,Q4,SSCI
MATHEMATISCHE ZEITSCHRIFT,0025-5874,1432-1823,MATHEMATICS,0.82,Q3,SCIE
Complex Analysis and Operator Theory,1661-8254,1661-8262,MATHEMATICS,0.819,Q3,SCIE
Complex Analysis and Operator Theory,1661-8254,1661-8262," MATHEMATICS, APPLIED",0.819,Q4,SCIE
Revista de Estudios Sociales,0123-885X,1900-5180,"SOCIAL SCIENCES, INTERDISCIPLINARY",0.818,Q4,SSCI
Revista de Estudios Sociales,0123-885X,1900-5180, SOCIAL ISSUES,0.818,Q4,SSCI
JOURNAL OF THE HISTORY OF BIOLOGY,0022-5010,1573-0387,HISTORY & PHILOSOPHY OF SCIENCE,0.818,,AHCI
JOURNAL OF THE HISTORY OF BIOLOGY,0022-5010,1573-0387, HISTORY & PHILOSOPHY OF SCIENCE,0.818,Q2,SCIE
JOURNAL OF THE HISTORY OF BIOLOGY,0022-5010,1573-0387, HISTORY & PHILOSOPHY OF SCIENCE,0.818,Q3,SSCI
JOURNAL OF THE HISTORY OF BIOLOGY,0022-5010,1573-0387, BIOLOGY,0.818,Q4,SCIE
Symmetry Integrability and Geometry-Methods and Applications,1815-0659,,"PHYSICS, MATHEMATICAL",0.817,Q4,SCIE
NEUROCIRUGIA,1130-1473,2340-6305,SURGERY,0.817,Q4,SCIE
NEUROCIRUGIA,1130-1473,2340-6305, NEUROSCIENCES,0.817,Q4,SCIE
ACTA VETERINARIA BRNO,0001-7213,1801-7576,VETERINARY SCIENCES,0.817,Q4,SCIE
CANADIAN MINERALOGIST,0008-4476,1499-1276,MINERALOGY,0.817,Q4,SCIE
PALEONTOLOGICAL JOURNAL,0031-0301,1555-6174,PALEONTOLOGY,0.816,Q4,SCIE
Journal of Applied Spectroscopy,0021-9037,1573-8647,SPECTROSCOPY,0.816,Q4,SCIE
TAIWANIA,0372-333X,,PLANT SCIENCES,0.816,Q4,SCIE
Theory of Computing,1557-2862,1557-2862,"COMPUTER SCIENCE, THEORY & METHODS",0.816,Q4,SCIE
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,1589-1623,1785-0037,ENVIRONMENTAL SCIENCES,0.816,Q4,SCIE
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,1589-1623,1785-0037, ECOLOGY,0.816,Q4,SCIE
LANGUAGE SCIENCES,0388-0001,1873-5746,LANGUAGE & LINGUISTICS,0.816,,AHCI
LANGUAGE SCIENCES,0388-0001,1873-5746, LINGUISTICS,0.816,Q3,SSCI
GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES,1064-2684,1527-9375,"SOCIAL SCIENCES, INTERDISCIPLINARY",0.816,Q4,SSCI
ANALES DEL JARDIN BOTANICO DE MADRID,0211-1322,1988-3196,PLANT SCIENCES,0.815,Q4,SCIE
Journal of Middle East Womens Studies,1552-5864,1558-9579,WOMENS STUDIES,0.815,Q4,SSCI
JOURNAL OF ENGINEERING TECHNOLOGY,0747-9964,,"ENGINEERING, MULTIDISCIPLINARY",0.813,Q4,SCIE
Journal of Cognitive Psychotherapy,0889-8391,1938-887X,"PSYCHOLOGY, CLINICAL",0.813,Q4,SSCI
Information Technology and Control,1392-124X,,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",0.813,Q4,SCIE
Information Technology and Control,1392-124X,, AUTOMATION & CONTROL SYSTEMS,0.813,Q4,SCIE
Information Technology and Control,1392-124X,," COMPUTER SCIENCE, INFORMATION SYSTEMS",0.813,Q4,SCIE
INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,1476-8062,1476-8070,ART,0.813,,AHCI
INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,1476-8062,1476-8070, EDUCATION & EDUCATIONAL RESEARCH,0.813,Q4,SSCI
ROCKY MOUNTAIN JOURNAL OF MATHEMATICS,0035-7596,1945-3795,MATHEMATICS,0.813,Q3,SCIE
Journal of Comparative Germanic Linguistics,1383-4924,1572-8552,LANGUAGE & LINGUISTICS,0.813,,AHCI
Journal of Comparative Germanic Linguistics,1383-4924,1572-8552, LINGUISTICS,0.813,Q3,SSCI
Artery Research,1872-9312,1876-4401,PERIPHERAL VASCULAR DISEASE,0.813,Q4,SCIE
KEW BULLETIN,0075-5974,1874-933X,PLANT SCIENCES,0.813,Q4,SCIE
NEUROPHYSIOLOGY,0090-2977,1573-9007,PHYSIOLOGY,0.813,Q4,SCIE
NEUROPHYSIOLOGY,0090-2977,1573-9007, NEUROSCIENCES,0.813,Q4,SCIE
Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas,0717-7917,0717-7917,INTEGRATIVE & COMPLEMENTARY MEDICINE,0.812,Q4,SCIE
Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas,0717-7917,0717-7917, PHARMACOLOGY & PHARMACY,0.812,Q4,SCIE
Estonian Journal of Earth Sciences,1736-4728,1736-7557,"GEOSCIENCES, MULTIDISCIPLINARY",0.811,Q4,SCIE
Balkan Journal of Medical Genetics,1311-0160,1311-0160,GENETICS & HEREDITY,0.81,Q4,SCIE
SOUTHERN MEDICAL JOURNAL,0038-4348,1541-8243,"MEDICINE, GENERAL & INTERNAL",0.81,Q4,SCIE
Quaestiones Mathematicae,1607-3606,1727-933X,MATHEMATICS,0.81,Q3,SCIE
Revista de la Construccion,0718-915X,0718-915X,CONSTRUCTION & BUILDING TECHNOLOGY,0.81,Q4,SCIE
Revista de la Construccion,0718-915X,0718-915X," ENGINEERING, CIVIL",0.81,Q4,SCIE
JOURNAL OF RUSSIAN LASER RESEARCH,1071-2836,1573-8760,OPTICS,0.81,Q4,SCIE
International Journal for Lesson and Learning Studies,2046-8253,2016-8261,EDUCATION & EDUCATIONAL RESEARCH,0.81,Q4,SSCI
STUDIA GEOPHYSICA ET GEODAETICA,0039-3169,1573-1626,GEOCHEMISTRY & GEOPHYSICS,0.81,Q4,SCIE
ACTA ORNITHOLOGICA,0001-6454,1734-8471,ORNITHOLOGY,0.809,Q3,SCIE
Maejo International Journal of Science and Technology,1905-7873,,MULTIDISCIPLINARY SCIENCES,0.809,Q4,SCIE
REPORTS ON MATHEMATICAL PHYSICS,0034-4877,1879-0674,"PHYSICS, MATHEMATICAL",0.808,Q4,SCIE
BUFFALO LAW REVIEW,0023-9356,0023-9356,LAW,0.808,Q3,SSCI
COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,0332-1649,0332-1649,"ENGINEERING, ELECTRICAL & ELECTRONIC",0.808,Q4,SCIE
COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,0332-1649,0332-1649," COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",0.808,Q4,SCIE
COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,0332-1649,0332-1649," MATHEMATICS, APPLIED",0.808,Q4,SCIE
South African Journal on Human Rights,0258-7203,1996-2126,LAW,0.806,Q3,SSCI
Kuwait Journal of Science,2307-4108,2307-4116,MULTIDISCIPLINARY SCIENCES,0.806,Q4,SCIE
JOURNAL OF ZOO AND WILDLIFE MEDICINE,1042-7260,1937-2825,VETERINARY SCIENCES,0.806,Q4,SCIE
Historical Social Research-Historische Sozialforschung,0172-6404,,HISTORY,0.806,Q2,SSCI
Historical Social Research-Historische Sozialforschung,0172-6404,, HISTORY OF SOCIAL SCIENCES,0.806,Q2,SSCI
Historical Social Research-Historische Sozialforschung,0172-6404,," SOCIAL SCIENCES, INTERDISCIPLINARY",0.806,Q4,SSCI
EUROPEAN HISTORY QUARTERLY,0265-6914,1461-7110,HISTORY,0.805,,AHCI
EUROPEAN HISTORY QUARTERLY,0265-6914,1461-7110, HISTORY,0.805,Q2,SSCI
EUROPEAN HISTORY QUARTERLY,0265-6914,1461-7110, POLITICAL SCIENCE,0.805,Q4,SSCI
RESEARCH IN NONDESTRUCTIVE EVALUATION,0934-9847,1432-2110,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING",0.805,Q4,SCIE
VIROLOGIE,1267-8694,,VIROLOGY,0.804,Q4,SCIE
RAMANUJAN JOURNAL,1382-4090,1572-9303,MATHEMATICS,0.804,Q3,SCIE
REVISTA DE BIOLOGIA TROPICAL,,2215-2075,BIOLOGY,0.803,Q4,SCIE
UROLOGE,0340-2592,1433-0563,UROLOGY & NEPHROLOGY,0.803,Q4,SCIE
SALUD MENTAL,0185-3325,,PSYCHIATRY,0.803,Q4,SSCI
RADIOLOGE,0033-832X,1432-2102,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",0.803,Q4,SCIE
MOLLUSCAN RESEARCH,1323-5818,1448-6067,ZOOLOGY,0.803,Q4,SCIE
Cardiovascular Journal of Africa,1995-1892,1680-0745,CARDIAC & CARDIOVASCULAR SYSTEMS,0.802,Q4,SCIE
THEORY AND DECISION,0040-5833,1573-7187,"SOCIAL SCIENCES, MATHEMATICAL METHODS",0.802,Q4,SSCI
THEORY AND DECISION,0040-5833,1573-7187, ECONOMICS,0.802,Q4,SSCI
JOURNAL OF SOCIAL HISTORY,0022-4529,1527-1897,HISTORY,0.802,,AHCI
JOURNAL OF SOCIAL HISTORY,0022-4529,1527-1897, HISTORY,0.802,Q2,SSCI
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,1462-7264,1365-8050,MATHEMATICS,0.802,Q3,SCIE
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,1462-7264,1365-8050," MATHEMATICS, APPLIED",0.802,Q4,SCIE
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,1462-7264,1365-8050," COMPUTER SCIENCE, SOFTWARE ENGINEERING",0.802,Q4,SCIE
PROGRAMMING AND COMPUTER SOFTWARE,0361-7688,1608-3261,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",0.801,Q4,SCIE
NORTHWEST SCIENCE,0029-344X,2161-9859,ECOLOGY,0.8,Q4,SCIE
BUSINESS HISTORY,0007-6791,1743-7938,HISTORY OF SOCIAL SCIENCES,0.8,Q2,SSCI
BUSINESS HISTORY,0007-6791,1743-7938, BUSINESS,0.8,Q4,SSCI
Names-A Journal of Onomastics,0027-7738,1756-2279,LANGUAGE & LINGUISTICS,0.8,,AHCI
Names-A Journal of Onomastics,0027-7738,1756-2279, LINGUISTICS,0.8,Q3,SSCI
BOLETIM DO INSTITUTO DE PESCA,0046-9939,1678-2305,ZOOLOGY,0.8,Q4,SCIE
BOLETIM DO INSTITUTO DE PESCA,0046-9939,1678-2305, FISHERIES,0.8,Q4,SCIE
JOURNAL OF THE PHILOSOPHY OF SPORT,0094-8705,1543-2939,"HOSPITALITY, LEISURE, SPORT & TOURISM",0.8,Q4,SSCI
JOURNAL OF THE PHILOSOPHY OF SPORT,0094-8705,1543-2939, ETHICS,0.8,Q4,SSCI
ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,1239-629X,1798-2383,MATHEMATICS,0.8,Q3,SCIE
PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,0940-6689,1439-085X,REHABILITATION,0.8,Q4,SCIE
PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,0940-6689,1439-085X, SPORT SCIENCES,0.8,Q4,SCIE
JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,0021-9592,0021-9592,"ENGINEERING, CHEMICAL",0.799,Q4,SCIE
Custos e Agronegocio On Line,1808-2882,1808-2882,ECONOMICS,0.799,Q4,SSCI
Custos e Agronegocio On Line,1808-2882,1808-2882, AGRICULTURAL ECONOMICS & POLICY,0.799,Q4,SCIE
Custos e Agronegocio On Line,1808-2882,1808-2882, BUSINESS,0.799,Q4,SSCI
Journal of Fish and Wildlife Management,1944-687X,,BIODIVERSITY CONSERVATION,0.797,Q4,SCIE
Journal of Fish and Wildlife Management,1944-687X,, ECOLOGY,0.797,Q4,SCIE
LETTERS IN ORGANIC CHEMISTRY,1570-1786,1875-6255,"CHEMISTRY, ORGANIC",0.797,Q4,SCIE
SEED SCIENCE AND TECHNOLOGY,0251-0952,1819-5717,AGRONOMY,0.797,Q4,SCIE
SEED SCIENCE AND TECHNOLOGY,0251-0952,1819-5717, PLANT SCIENCES,0.797,Q4,SCIE
SEED SCIENCE AND TECHNOLOGY,0251-0952,1819-5717, HORTICULTURE,0.797,Q4,SCIE
HAU-Journal of Ethnographic Theory,2575-1433,2049-1115,ANTHROPOLOGY,0.797,Q4,SSCI
Prague Economic Papers,1210-0455,2336-730X,ECONOMICS,0.797,Q4,SSCI
Convergencia-Revista de Ciencias Sociales,2448-5799,2448-5799,SOCIOLOGY,0.796,Q4,SSCI
European Surgery-Acta Chirurgica Austriaca,1682-8631,1682-4016,SURGERY,0.796,Q4,SCIE
JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,0923-8174,1573-0727,"ENGINEERING, ELECTRICAL & ELECTRONIC",0.795,Q4,SCIE
Netherlands Quarterly of Human Rights,0924-0519,2214-7357,LAW,0.795,Q3,SSCI
REVISTA ARVORE,0100-6762,,FORESTRY,0.795,Q4,SCIE
ORNITHOLOGICAL SCIENCE,1347-0558,1347-0558,ORNITHOLOGY,0.795,Q3,SCIE
COLEOPTERISTS BULLETIN,0010-065X,1938-4394,ENTOMOLOGY,0.795,Q4,SCIE
Nagoya Journal of Medical Science,2186-3326,0027-7622,"MEDICINE, RESEARCH & EXPERIMENTAL",0.794,Q4,SCIE
Foundations of Science,1233-1821,1572-8471,HISTORY & PHILOSOPHY OF SCIENCE,0.793,,AHCI
Foundations of Science,1233-1821,1572-8471, HISTORY & PHILOSOPHY OF SCIENCE,0.793,Q2,SCIE
Journal of Demographic Economics,2054-0892,2054-0906,ECONOMICS,0.793,Q4,SSCI
Journal of Demographic Economics,2054-0892,2054-0906, DEMOGRAPHY,0.793,Q4,SSCI
Mljekarstvo,0026-704X,0026-704X,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",0.792,Q4,SCIE
MICHIGAN MATHEMATICAL JOURNAL,0026-2285,1945-2365,MATHEMATICS,0.792,Q3,SCIE
Porta Linguarum,1697-7467,,LANGUAGE & LINGUISTICS,0.792,,AHCI
Porta Linguarum,1697-7467,, LINGUISTICS,0.792,Q3,SSCI
Porta Linguarum,1697-7467,, EDUCATION & EDUCATIONAL RESEARCH,0.792,Q4,SSCI
Russian Journal of Physical Chemistry A,0036-0244,1531-863X,"CHEMISTRY, PHYSICAL",0.791,Q4,SCIE
ZENTRALBLATT FUR CHIRURGIE,0044-409X,1438-9592,SURGERY,0.79,Q4,SCIE
SOLAR SYSTEM RESEARCH,0038-0946,1608-3423,ASTRONOMY & ASTROPHYSICS,0.79,Q4,SCIE
Journal of Mens Health,1875-6867,1875-6859,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",0.789,Q4,SSCI
